;tree;pseudolatex
591;SUM,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x - VN
592;SUM,NEG,MUL,VN,POW,x,9,E,NEG,MUL,VN,POW,x,8,E,NEG,MUL,VN,POW,x,7,E,NEG,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{9} - VN.x^{8} - VN.x^{7} - VN.x^{6} - VN.x^{5} - VN.x^{4} - VN.x^{3} - VN.x^{2} - VN.x - VN
593;SUM,NEG,MUL,VN,POW,x,7,E,NEG,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{7} - VN.x^{6} - VN.x^{5} - VN.x^{4} - VN.x^{3} - VN.x^{2} - VN.x - VN
594;SUM,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{3} - VN.x^{2} - VN.x - VN
595;SUM,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{3} - VN.x^{2} - VN.x - VN
596;SUM,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{2} - VN.x - VN
597;SUM,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{3} - VN.x^{2} - VN.x - VN
598;SUM,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{5} - VN.x^{4} - VN.x^{3} - VN.x^{2} - VN.x - VN
599;SUM,NEG,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,VN,E;- VN.x^{6} - VN.x^{5} - VN.x^{4} + VN.x^{3} - VN.x^{2} - VN.x + VN
600;SUM,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x - VN
601;SUM,NEG,MUL,VN,POW,x,6,E,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{6} + VN.x^{5} - VN.x^{4} + VN.x^{3} - VN.x^{2} - VN.x - VN
602;SUM,NEG,MUL,VN,POW,x,7,E,NEG,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,MUL,VN,x,E,VN,E;- VN.x^{7} - VN.x^{6} - VN.x^{5} - VN.x^{4} + VN.x^{3} - VN.x^{2} + VN.x + VN
603;SUM,MUL,VN,POW,x,2,E,MUL,VN,x,E,VN,E;VN.x^{2} + VN.x + VN
604;SUM,MUL,VN,POW,x,10,E,MUL,VN,POW,x,9,E,NEG,MUL,VN,POW,x,8,E,NEG,MUL,VN,POW,x,7,E,NEG,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,NEG,MUL,VN,POW,x,3,E,NEG,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,VN,E;VN.x^{10} + VN.x^{9} - VN.x^{8} - VN.x^{7} - VN.x^{6} - VN.x^{5} - VN.x^{4} - VN.x^{3} - VN.x^{2} - VN.x + VN
605;SUM,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;VN.x^{4} + VN.x^{3} + VN.x^{2} - VN.x - VN
606;SUM,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,MUL,VN,POW,x,2,E,NEG,MUL,VN,x,E,NEG,VN,E;- VN.x^{5} - VN.x^{4} + VN.x^{3} + VN.x^{2} - VN.x - VN
607;SUM,NEG,MUL,VN,POW,x,9,E,MUL,VN,POW,x,8,E,NEG,MUL,VN,POW,x,7,E,MUL,VN,POW,x,6,E,NEG,MUL,VN,POW,x,5,E,NEG,MUL,VN,POW,x,4,E,MUL,VN,POW,x,3,E,MUL,VN,POW,x,2,E,MUL,VN,x,E,VN,E;- VN.x^{9} + VN.x^{8} - VN.x^{7} + VN.x^{6} - VN.x^{5} - VN.x^{4} + VN.x^{3} + VN.x^{2} + VN.x + VN
608;SUM,MUL,VN,x,E,NEG,VN,E;VN.x - VN
609;SUM,NEG,MUL,VF,POW,x,2,E,VF,MUL,VF,x,E,E;- VF.x^{2} + VF + VF.x
610;SUM,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,x,E,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,10,E,VF,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,5,E,E;VF.x^{8} - VF.x^{4} - VF.x^{7} - VF.x^{6} - VF.x + VF.x^{2} - VF.x^{9} - VF.x^{10} + VF + VF.x^{3} - VF.x^{5}
611;SUM,VF,MUL,VF,x,E,E;VF + VF.x
612;SUM,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,6,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,5,E,MUL,VF,x,E,MUL,VF,POW,x,2,E,NEG,VF,E;VF.x^{4} - VF.x^{6} + VF.x^{3} + VF.x^{5} + VF.x + VF.x^{2} - VF
613;SUM,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,8,E,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,3,E,VF,NEG,MUL,VF,POW,x,10,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,5,E,MUL,VF,POW,x,9,E,E;VF.x^{2} - VF.x^{8} + VF.x^{7} - VF.x^{3} + VF - VF.x^{10} - VF.x^{4} - VF.x - VF.x^{6} - VF.x^{5} + VF.x^{9}
614;SUM,MUL,VF,x,E,VF,E;VF.x + VF
615;SUM,VF,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,7,E,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,8,E,MUL,VF,x,E,NEG,MUL,VF,POW,x,6,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,10,E,E;VF - VF.x^{4} - VF.x^{7} + VF.x^{3} - VF.x^{9} - VF.x^{8} + VF.x - VF.x^{6} + VF.x^{5} + VF.x^{2} - VF.x^{10}
616;SUM,MUL,VF,x,E,NEG,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,2,E,VF,E;VF.x - VF.x^{3} + VF.x^{4} + VF.x^{2} + VF
617;SUM,NEG,VF,NEG,MUL,VF,POW,x,4,E,MUL,VF,POW,x,2,E,MUL,VF,x,E,MUL,VF,POW,x,3,E,E;- VF - VF.x^{4} + VF.x^{2} + VF.x + VF.x^{3}
618;SUM,NEG,MUL,VF,x,E,VF,NEG,MUL,VF,POW,x,2,E,E;- VF.x + VF - VF.x^{2}
619;SUM,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,5,E,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,7,E,NEG,VF,MUL,VF,POW,x,9,E,MUL,VF,POW,x,10,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,4,E,E;VF.x^{8} - VF.x^{5} + VF.x^{2} - VF.x - VF.x^{7} - VF + VF.x^{9} + VF.x^{10} - VF.x^{3} - VF.x^{6} - VF.x^{4}
620;SUM,MUL,VF,POW,x,2,E,VF,MUL,VF,x,E,E;VF.x^{2} + VF + VF.x
621;SUM,VF,NEG,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,MUL,VF,POW,x,9,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,10,E,E;VF - VF.x + VF.x^{2} + VF.x^{3} - VF.x^{4} + VF.x^{9} + VF.x^{6} + VF.x^{5} + VF.x^{7} - VF.x^{8} - VF.x^{10}
622;SUM,NEG,MUL,VF,POW,x,7,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,MUL,VF,x,E,NEG,MUL,VF,POW,x,4,E,VF,NEG,MUL,VF,POW,x,8,E,E;- VF.x^{7} + VF.x^{6} + VF.x^{9} - VF.x^{5} - VF.x^{2} - VF.x^{3} + VF.x - VF.x^{4} + VF - VF.x^{8}
623;SUM,MUL,VF,x,E,VF,MUL,VF,POW,x,3,E,MUL,VF,POW,x,2,E,E;VF.x + VF + VF.x^{3} + VF.x^{2}
624;SUM,MUL,VF,POW,x,6,E,MUL,VF,POW,x,9,E,MUL,VF,POW,x,3,E,NEG,MUL,VF,x,E,MUL,VF,POW,x,4,E,NEG,VF,NEG,MUL,VF,POW,x,2,E,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,5,E,E;VF.x^{6} + VF.x^{9} + VF.x^{3} - VF.x + VF.x^{4} - VF - VF.x^{2} + VF.x^{7} - VF.x^{8} - VF.x^{5}
625;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,VF,MUL,VF,POW,x,3,E,E;- VF.x^{2} - VF.x - VF + VF.x^{3}
626;SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,2,E,NEG,VF,E;- VF.x - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{2} - VF
627;SUM,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,VF,E;VF.x^{2} - VF.x - VF.x^{5} + VF.x^{6} - VF.x^{3} + VF.x^{4} + VF
628;SUM,MUL,VF,POW,x,7,E,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,6,E,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,2,E,MUL,VF,x,E,NEG,VF,NEG,MUL,VF,POW,x,8,E,E;VF.x^{7} + VF.x^{4} - VF.x^{3} - VF.x^{6} + VF.x^{5} - VF.x^{2} + VF.x - VF - VF.x^{8}
629;SUM,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,10,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,2,E,NEG,VF,NEG,MUL,VF,POW,x,7,E,E;- VF.x^{3} - VF.x^{6} - VF.x - VF.x^{10} - VF.x^{4} - VF.x^{5} - VF.x^{9} - VF.x^{8} - VF.x^{2} - VF - VF.x^{7}
630;SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,9,E,NEG,VF,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,10,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,2,E,E;- VF.x - VF.x^{9} - VF - VF.x^{4} - VF.x^{8} - VF.x^{7} - VF.x^{10} - VF.x^{6} - VF.x^{3} - VF.x^{5} - VF.x^{2}
631;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,5,E,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,6,E,E;- VF.x^{2} - VF.x^{5} - VF - VF.x - VF.x^{3} - VF.x^{4} - VF.x^{6}
632;SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,VF,E;- VF.x - VF.x^{2} - VF
633;SUM,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,NEG,VF,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,8,E,E;- VF.x^{3} - VF.x - VF.x^{6} - VF.x^{7} - VF - VF.x^{5} - VF.x^{2} - VF.x^{9} - VF.x^{4} - VF.x^{8}
634;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,VF,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,3,E,E;- VF.x^{2} - VF.x - VF - VF.x^{4} - VF.x^{3}
635;SUM,NEG,MUL,VF,x,E,NEG,VF,E;- VF.x - VF
636;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,3,E,NEG,VF,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,4,E,E;- VF.x^{2} - VF.x - VF.x^{6} - VF.x^{3} - VF - VF.x^{5} - VF.x^{4}
637;SUM,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,VF,E;- VF.x^{3} - VF.x - VF.x^{2} - VF
638;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,VF,NEG,MUL,VF,x,E,E;- VF.x^{2} - VF.x^{3} - VF - VF.x
639;SUM,NEG,VF,NEG,MUL,VF,x,E,E;- VF - VF.x
640;SUM,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,10,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,5,E,NEG,VF,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,4,E,E;- VF.x^{9} - VF.x^{6} - VF.x^{8} - VF.x^{10} - VF.x - VF.x^{5} - VF - VF.x^{7} - VF.x^{3} - VF.x^{2} - VF.x^{4}
641;SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,3,E,NEG,VF,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,4,E,E;- VF.x - VF.x^{5} - VF.x^{3} - VF - VF.x^{2} - VF.x^{4}
642;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,VF,E;- VF.x^{2} - VF.x - VF
643;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,5,E,NEG,VF,NEG,MUL,VF,POW,x,7,E,E;- VF.x^{2} - VF.x^{4} - VF.x - VF.x^{3} - VF.x^{6} - VF.x^{5} - VF - VF.x^{7}
644;SUM,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,6,E,NEG,VF,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,3,E,E;- VF.x^{2} - VF.x - VF.x^{4} - VF.x^{6} - VF - VF.x^{5} - VF.x^{3}
645;SUM,NEG,VF,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,x,E,E;- VF - VF.x^{6} - VF.x^{8} - VF.x^{7} - VF.x^{4} - VF.x^{3} - VF.x^{2} - VF.x^{5} - VF.x
646;SUM,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,10,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,3,E,NEG,VF,NEG,MUL,VF,POW,x,5,E,E;- VF.x^{6} - VF.x^{4} - VF.x^{10} - VF.x^{2} - VF.x^{8} - VF.x - VF.x^{7} - VF.x^{9} - VF.x^{3} - VF - VF.x^{5}
647;SUM,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,8,E,NEG,VF,E;- VF.x^{6} - VF.x^{7} - VF.x - VF.x^{5} - VF.x^{3} - VF.x^{2} - VF.x^{4} - VF.x^{8} - VF
648;SUM,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,x,E,NEG,VF,E;- VF.x^{4} - VF.x^{2} - VF.x^{3} - VF.x - VF
649;SUM,MUL,VF,POW,x,2,E,VF,MUL,VF,POW,x,5,E,MUL,VF,POW,x,3,E,MUL,VF,x,E,MUL,VF,POW,x,4,E,E;VF.x^{2} + VF + VF.x^{5} + VF.x^{3} + VF.x + VF.x^{4}
650;SUM,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,2,E,VF,MUL,VF,POW,x,3,E,MUL,VF,x,E,E;VF.x^{4} + VF.x^{5} + VF.x^{2} + VF + VF.x^{3} + VF.x
651;SUM,VF,MUL,VF,x,E,E;VF + VF.x
652;SUM,VF,MUL,VF,POW,x,3,E,MUL,VF,x,E,MUL,VF,POW,x,2,E,E;VF + VF.x^{3} + VF.x + VF.x^{2}
653;SUM,MUL,VF,x,E,VF,E;VF.x + VF
654;SUM,MUL,VF,POW,x,4,E,VF,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,x,E,E;VF.x^{4} + VF + VF.x^{2} + VF.x^{3} + VF.x
655;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,E;VF + VF.x + VF.x^{5} + VF.x^{4} + VF.x^{6} + VF.x^{2} + VF.x^{3}
656;SUM,MUL,VF,x,E,VF,E;VF.x + VF
657;SUM,MUL,VF,POW,x,4,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,2,E,VF,MUL,VF,x,E,E;VF.x^{4} + VF.x^{3} + VF.x^{2} + VF + VF.x
658;SUM,VF,MUL,VF,POW,x,4,E,MUL,VF,x,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,2,E,E;VF + VF.x^{4} + VF.x + VF.x^{5} + VF.x^{3} + VF.x^{2}
659;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,7,E,MUL,VF,POW,x,8,E,MUL,VF,POW,x,9,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5} + VF.x^{6} + VF.x^{7} + VF.x^{8} + VF.x^{9}
660;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5} + VF.x^{6}
661;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4}
662;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,E;VF + VF.x + VF.x^{2}
663;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,E;VF + VF.x + VF.x^{2}
664;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,7,E,MUL,VF,POW,x,8,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5} + VF.x^{6} + VF.x^{7} + VF.x^{8}
665;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,E;VF + VF.x + VF.x^{2} + VF.x^{3}
666;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5}
667;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5}
668;SUM,VF,MUL,VF,x,E,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,MUL,VF,POW,x,7,E,E;VF + VF.x + VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5} + VF.x^{6} + VF.x^{7}
669;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,10,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{6} - VF.x^{7} - VF.x^{8} - VF.x^{9} - VF.x^{10}
670;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,6,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{6}
671;SUM,NEG,VF,NEG,MUL,VF,x,E,E;- VF - VF.x
672;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4}
673;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,9,E,NEG,MUL,VF,POW,x,10,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{6} - VF.x^{7} - VF.x^{8} - VF.x^{9} - VF.x^{10}
674;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3}
675;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4}
676;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{6} - VF.x^{7}
677;SUM,NEG,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,NEG,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,NEG,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,NEG,MUL,VF,POW,x,8,E,E;- VF - VF.x - VF.x^{2} - VF.x^{3} - VF.x^{4} - VF.x^{5} - VF.x^{6} - VF.x^{7} - VF.x^{8}
678;SUM,NEG,VF,NEG,MUL,VF,x,E,E;- VF - VF.x
679;SUM,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,E;VF - VF.x - VF.x^{2}
680;SUM,VF,NEG,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,NEG,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,NEG,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,MUL,VF,POW,x,8,E,NEG,MUL,VF,POW,x,9,E,MUL,VF,POW,x,10,E,E;VF - VF.x - VF.x^{2} - VF.x^{3} + VF.x^{4} - VF.x^{5} + VF.x^{6} - VF.x^{7} + VF.x^{8} - VF.x^{9} + VF.x^{10}
681;SUM,NEG,VF,MUL,VF,x,E,NEG,MUL,VF,POW,x,2,E,MUL,VF,POW,x,3,E,MUL,VF,POW,x,4,E,MUL,VF,POW,x,5,E,MUL,VF,POW,x,6,E,NEG,MUL,VF,POW,x,7,E,MUL,VF,POW,x,8,E,MUL,VF,POW,x,9,E,MUL,VF,POW,x,10,E,E;- VF + VF.x - VF.x^{2} + VF.x^{3} + VF.x^{4} + VF.x^{5} + VF.x^{6} - VF.x^{7} + VF.x^{8} + VF.x^{9} + VF.x^{10}
